total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.9767,0.0233,286.41,320.81,323.54,0.9222,0.6167,11,2373.4939098358154,0.044378,0.185,pass,pass,pass
